CONDITION_CATEGORY,CONDITION,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
Other,Hip/Pelvic Fracture,S72022A,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32482A,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G4482,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,HZ81ZZZ,ICD-10-PCS,Include,None
Metabolic Disease,Diabetes,E133313,ICD-10-CM,Include,None
Cancer,Prostate Cancer,C61,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14125A,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72043C,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,T65212A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70634,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8220,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),E1351,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63512,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Peripheral Vascular Disease (PVD),I7389,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0266XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72021C,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I2119,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18250,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N033,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0822,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M4720,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8493,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11288,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,Z8579,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0837X1,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06303A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72141A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,Z7142,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18280,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,P962,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M4724,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S061X3S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09359,ICD-10-CM,Include,None
Other,Learning Disabilities,F804,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T404X1D,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02413A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97305,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12920,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L98426,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06326S,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97818,ICD-10-CM,Include,None
Other,Glaucoma,H4040X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Mobility Impairments,I69265,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70298,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6349,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E0937X3,ICD-10-CM,Include,None
Other,Cataract,H26129,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F1914,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9310,ICD-10-CM,Include,None
Mental Health,Schizophrenia and Other Psychotic Disorders,F202,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06039,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19032,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05341,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97319,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70293,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32422A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8297,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9390,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72092A,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32416B,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M1812,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32312B,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09349,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1510,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89300,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S34123A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09630,ICD-10-CM,Include,None
Mental Health,Depression,F3341,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06336A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E1300,ICD-10-CM,Include,None
Other,Epilepsy,G40911,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8515,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1519,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M1991,ICD-10-CM,Include,None
Other,Glaucoma,H44511,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Alcohol Use Disorders,K7041,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F11250,ICD-10-CM,Include,None
Other,Cataract,H25812,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Anemia,D558,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G458,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Glaucoma,H4042X0,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F17228,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T402X3A,ICD-10-CM,Include,None
Other,Acquired Hypothyroidism,E018,ICD-10-CM,Include,None
Other,Human Immunodeficiency Virus and/or Acquired Immunodeficiency Syndrome (HIV/AIDS),R75,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1997,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0242XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Mobility Impairments,I69243,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63431,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Sensory — Deafness and Hearing Impairment,H918X3,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97826,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08062,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72031C,ICD-10-CM,Include,None
Other,Mobility Impairments,I69143,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E08638,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F16220,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8198,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08059,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N046,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113541,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32484B,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N041,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S3402XS,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8529,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05342,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40694A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M488X5,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M083,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N184,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32433A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97123,ICD-10-CM,Include,None
Other,Mobility Impairments,I69833,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8587,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083491,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89616,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M47029,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1165,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N158,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06388S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08942,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,D81810,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S062X8S,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06896S,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72125C,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05311,ICD-10-CM,Include,None
Other,Anemia,D600,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,I1310,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E08351,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19122,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N001,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10221,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I231,ICD-10-CM,Include,None
Metabolic Disease,Obesity,E669,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06841,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15921,ICD-10-CM,Include,None
Other,Glaucoma,H4062X1,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06301A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19172,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8469,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97206,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G43709,ICD-10-CM,Include,None
Other,Glaucoma,H401490,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,I7035,ICD-10-CM,Include,None
Neurodegenerative Disease,Muscular Dystrophy,G7121,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T404X2S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06330A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14111S,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8448,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G44049,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50229,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97113,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70644,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9220,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24134A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89126,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N067,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8476,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M057A,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S240XXS,ICD-10-CM,Include,None
Mental Health,Bipolar Disorder,F3172,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1119,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40411S,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0430XS,ICD-10-CM,Include,None
Cardiovascular Disease,Acute Myocardial Infarction,I2111,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
Other,Epilepsy,G40813,ICD-10-CM,Include,None
Other,Epilepsy,G40119,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S22029A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,Q6212,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08069,ICD-10-CM,Include,None
Cancer,Lung Cancer,D0222,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72112B,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13980,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97312,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15980,ICD-10-CM,Include,None
Other,Anemia,D57433,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083212,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S7221XA,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05851,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M166,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63329,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E71313,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H90A21,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E13622,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05441,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,D4111,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8208,ICD-10-CM,Include,None
Other,Anemia,D5720,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05512,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0911,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32463A,ICD-10-CM,Include,None
Other,Anemia,D61811,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q052,ICD-10-CM,Include,None
Other,Anemia,D564,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32614B,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083393,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06334S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G461,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Intellectual Disabilities and Related Conditions,E7872,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05352,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06307S,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ39ZZZ,ICD-10-PCS,Include,None
Other,Spinal Cord Injury,S14129S,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32456A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89020,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7221,ICD-10-CM,Include,None
Other,Osteoporosis,M810,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S069X0S,ICD-10-CM,Include,None
Other,Mobility Impairments,G8253,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05872,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N064,ICD-10-CM,Include,None
Other,Glaucoma,H401314,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Mobility Impairments,I69931,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25760,ICD-10-CM,Include,None
Mental Health,Depression,F323,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8142,ICD-10-CM,Include,None
Other,Mobility Impairments,I69231,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1037X9,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63132,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06384A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cardiovascular Disease,Hypertension,I1311,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70202,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14141S,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89100,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",Z4823,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I5022,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M84650A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M1810,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D5780,ICD-10-CM,Include,None
Other,Epilepsy,G40509,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12180,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M10379,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89626,ICD-10-CM,Include,None
Other,Mobility Impairments,G8333,ICD-10-CM,Include,None
Other,Glaucoma,H40821,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Chronic Kidney Disease,E1321,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I209,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63312,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E1010,ICD-10-CM,Include,None
Other,Glaucoma,H401213,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cancer,Female/Male Breast Cancer,C50022,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02119A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Chronic Kidney Disease,N000,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I232,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06819A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L89522,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T400X5A,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I5089,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89326,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H918X9,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S060X9S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06363A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05251,ICD-10-CM,Include,None
Cancer,Lung Cancer,C3480,ICD-10-CM,Include,None
Mental Health,Personality Disorders,F6081,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05842,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S32029B,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97424,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40412A,ICD-10-CM,Include,None
Other,Glaucoma,H401113,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Glaucoma,H401221,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Metabolic Disease,Diabetes,E133549,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0952,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05721,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06824A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
